top Temperature,top Pressure,reflux flow,flow to next process,6th tray Temperature,bottom Temperature 1,bottom Temperature 2,PT,dT,dT2,Refux Ratio,Log_top_T,reflux_times_Ttray6,T_all_avg,C4 content
0.26193308,0.66360714,0.021214261,0.47536035,0.69812471,0.76177957,0.75140069,0.305560831,0.273740258,0.220001638,0.019077923,0.30353441,0.023351727,0.675189308,0.32770701
0.26232421,0.63364135,0.018876517,0.47343386,0.71376678,0.72511619,0.74995487,0.292198624,0.271646777,0.225012765,0.016997792,0.303960842,0.021288271,0.668407342,0.32996249
0.26271535,0.62466694,0.01073758,0.47150737,0.71794343,0.77588689,0.76642992,0.288489661,0.271390408,0.218905806,0.009681558,0.304387212,0.012229663,0.690469172,0.33340996
0.26310648,0.65932632,0.024602894,0.46958087,0.72017238,0.78470807,0.78189133,0.304949721,0.27144227,0.218148128,0.022212324,0.304813497,0.028014246,0.698733938,0.33349405
0.26349698,0.62461977,0.048613392,0.46765438,0.71925504,0.76456191,0.77780555,0.289326125,0.27199019,0.220966214,0.043947423,0.305239022,0.054913585,0.691127796,0.3377663
0.26388811,0.67030699,0.02946715,0.46572789,0.71907104,0.74001847,0.76746786,0.310949493,0.272423082,0.224415628,0.026673872,0.30566516,0.033534141,0.6804756,0.34219026
0.26427925,0.67415148,0.038685753,0.4638014,0.71757675,0.77349264,0.76621643,0.313196457,0.273064232,0.220506202,0.035064704,0.306091235,0.043855156,0.690035846,0.34574885
0.26466974,0.6543615,0.057443715,0.46187491,0.71576573,0.76173576,0.73470174,0.304451636,0.273756352,0.222305729,0.052135506,0.306516529,0.064634891,0.676305991,0.34810116
0.26336978,0.63091719,0.084682085,0.45994841,0.71395471,0.77472732,0.74233525,0.292102036,0.272699601,0.21959449,0.076958274,0.305100421,0.094315624,0.681686493,0.35130805
0.25817565,0.62254422,0.101415,0.45802192,0.71214369,0.72030421,0.74390083,0.282541188,0.26760423,0.222073716,0.092286766,0.299434081,0.112197219,0.663296086,0.35485925
0.25298216,0.6583593,0.041221857,0.45609543,0.69392966,0.73506252,0.72634098,0.292785223,0.265040613,0.215755513,0.03756116,0.293755394,0.045387586,0.655244403,0.35472289
0.2460346,0.64600032,0.059440753,0.45416894,0.71614029,0.75922257,0.75365186,0.279399228,0.25442589,0.206948619,0.054233886,0.286138261,0.067220077,0.675745748,0.35685472
0.23903172,0.66207406,0.04395709,0.45387746,0.71881477,0.76975729,0.75399726,0.278200811,0.24679955,0.199861416,0.040114595,0.278436595,0.050164221,0.677758501,0.35686268
0.23202947,0.63370031,0.080480056,0.45735112,0.72707213,0.77247704,0.75569649,0.25847786,0.238424333,0.193708939,0.073269859,0.270711499,0.091566597,0.679501637,0.35684449
0.22502658,0.62104504,0.083177305,0.46082477,0.72654249,0.74260207,0.74907141,0.245670608,0.231299372,0.191083298,0.075545397,0.262961421,0.094264331,0.665974394,0.35678654
0.21802434,0.6184167,0.074517335,0.4642987,0.72200442,0.76317074,0.75949415,0.237018624,0.224692524,0.182977523,0.067519454,0.255187635,0.083966184,0.671949964,0.35240179
0.21102145,0.64892497,0.077886401,0.46777235,0.7188174,0.77335023,0.77264885,0.24072288,0.217878695,0.176083727,0.070405116,0.247388544,0.08707745,0.675988017,0.34889036
0.2040192,0.65013964,0.062128409,0.47124601,0.71790531,0.77242696,0.78607779,0.233170696,0.210760744,0.170329482,0.056028142,0.239565428,0.069569632,0.677398518,0.34211412
0.21233159,0.63006367,0.079476742,0.47471994,0.72909605,0.80037244,0.77913161,0.235177264,0.217928183,0.174517663,0.071504239,0.248849519,0.089665877,0.689841265,0.3323088
0.23795244,0.6387241,0.13265704,0.47819359,0.73849286,0.81517143,0.79761657,0.267177418,0.242904273,0.193981203,0.11906943,0.277247476,0.148699561,0.710824195,0.32207053
0.2635733,0.64146005,0.16777114,0.48166724,0.72764119,0.77558487,0.7923106,0.297212664,0.270748319,0.219658044,0.150233873,0.305322179,0.182870214,0.701570007,0.31095443
0.23516617,0.61811745,0.17994022,0.48514117,0.72359597,0.80864905,0.78529152,0.25553014,0.242134838,0.192401155,0.160754003,0.274174994,0.193885868,0.699601637,0.30194629
0.21386814,0.65234491,0.22387007,0.48861483,0.73103324,0.81332488,0.80719751,0.245256007,0.219259586,0.174524983,0.199533114,0.250561867,0.23995705,0.703509672,0.2916745
0.2169457,0.61971392,0.23702904,0.49208848,0.73847052,0.81025617,0.80443778,0.236340734,0.221463225,0.177336504,0.210769743,0.253987964,0.255089114,0.704949381,0.28412437
0.22002262,0.66704035,0.23777299,0.49556213,0.74854415,0.83924542,0.80418437,0.257997632,0.223310237,0.177016921,0.210940196,0.257408597,0.258763252,0.717817294,0.27839698
0.22310017,0.65470349,0.27269103,0.49903606,0.7630126,0.87077602,0.82359445,0.256767965,0.224575507,0.176467706,0.241357088,0.260825191,0.298780863,0.738857079,0.27522646
0.22617709,0.65398413,0.31559263,0.50250972,0.76908175,0.84302615,0.83861673,0.260023203,0.226891702,0.181595151,0.278683238,0.26423636,0.343545288,0.7377568,0.27401348
0.22925465,0.62282725,0.35036449,0.50598337,0.76098736,0.8336244,0.81289053,0.251004808,0.231036086,0.185009874,0.308674813,0.267643526,0.372929196,0.725423927,0.27166766
0.23233156,0.64725037,0.34975867,0.5094573,0.75289297,0.82366869,0.79953623,0.264348468,0.235218087,0.188516514,0.30743191,0.271045274,0.36762138,0.716721442,0.27050592
0.23540848,0.61402826,0.33446454,0.51293095,0.74567254,0.82439635,0.81105245,0.254101217,0.239319026,0.190936977,0.29331364,0.274442347,0.348937095,0.719209956,0.26847632
0.23848604,0.64154408,0.33651798,0.51640461,0.74182708,0.81172089,0.79169791,0.268958793,0.242982965,0.194786477,0.29443841,0.277835453,0.348343854,0.709134117,0.2696826
0.24156296,0.64976816,0.36577219,0.51987826,0.73798162,0.81897094,0.8117606,0.275921188,0.246662465,0.196513194,0.319303123,0.281223192,0.372855112,0.717288757,0.26850246
0.24464051,0.67051926,0.39132583,0.52335219,0.73413747,0.84145189,0.83530853,0.288360595,0.250358739,0.196587152,0.340831307,0.284606977,0.393262344,0.731193777,0.26617262
0.21295295,0.64952493,0.40594814,0.52682584,0.74093603,0.87077602,0.85185474,0.243150836,0.217079469,0.168441461,0.352762442,0.249542112,0.409280093,0.737639452,0.26389278
0.21407993,0.67037775,0.43613008,0.5302995,0.73295071,0.87077602,0.86507713,0.252285231,0.219233869,0.169332879,0.378129788,0.250797795,0.430612055,0.739594551,0.2607219
0.2152069,0.65608326,0.48272265,0.53377343,0.71097928,0.84045819,0.83071593,0.248205517,0.223218068,0.173028391,0.417578138,0.252052828,0.455807333,0.71332089,0.25719204
0.21633387,0.65039171,0.44690066,0.53724708,0.6952991,0.8354553,0.78844872,0.247340822,0.226462393,0.174408578,0.385716845,0.253307222,0.415724867,0.694328158,0.25499427
0.21746085,0.64286341,0.38914923,0.54072073,0.70393628,0.8400482,0.82956865,0.24575144,0.226488229,0.174879545,0.335114744,0.25456099,0.371420789,0.711371238,0.25163795
0.21858782,0.65632207,0.40804954,0.54521524,0.71257345,0.84343928,0.82952179,0.252196613,0.226513795,0.175462477,0.350368615,0.25581411,0.391231881,0.715398255,0.24720831
0.2197148,0.63519801,0.38951833,0.55086348,0.72121062,0.82359983,0.83034797,0.245337945,0.226539115,0.178285861,0.333238842,0.257066605,0.378626908,0.712556834,0.24494804
0.2213105,0.67246509,0.43896929,0.55651173,0.72817083,0.88293038,0.85350017,0.261618255,0.227265364,0.173922148,0.374182116,0.258838934,0.423848963,0.740524811,0.24376304
0.22400137,0.65381902,0.45902446,0.56216025,0.7286479,0.84613242,0.83034797,0.257456883,0.229965155,0.17954568,0.389862561,0.261824778,0.439792198,0.723080751,0.24260417
0.22669224,0.63528056,0.48370716,0.56780849,0.72912628,0.83333333,0.80802022,0.253161991,0.23266328,0.182971039,0.409346225,0.264807011,0.459360565,0.713263064,0.24251231
0.22938312,0.66081075,0.50235156,0.57345673,0.72960335,0.82885467,0.83956094,0.266461726,0.235360101,0.185596334,0.423598328,0.267785653,0.473636588,0.722550022,0.24261675
0.23207399,0.64105467,0.49602012,0.57910498,0.72974397,0.86878863,0.8407412,0.261527775,0.238101728,0.183761031,0.416763403,0.270760692,0.467038587,0.736050578,0.24164854
0.23476486,0.66712143,0.537171,0.58475322,0.72974397,0.85157817,0.84191973,0.275317784,0.240862489,0.187619586,0.449730355,0.273732145,0.499064457,0.731952073,0.24165422
0.2374144,0.66464492,0.55836953,0.58379757,0.72974397,0.84522323,0.84309999,0.277391423,0.243580847,0.190390501,0.467760263,0.276654466,0.516329194,0.731176325,0.23934111
0.23996472,0.66131637,0.56920763,0.58259466,0.72974397,0.84638436,0.84732636,0.278967077,0.246197407,0.192314671,0.477202053,0.279464084,0.525301207,0.733614901,0.23383932
0.24251503,0.6495264,0.57032451,0.58139201,0.72974397,0.85685962,0.83748334,0.276905607,0.248813957,0.193262112,0.478502027,0.282270495,0.526532822,0.734592612,0.22603235
0.24506535,0.64002132,0.51976626,0.5801891,0.72974397,0.83918752,0.84991252,0.275722771,0.251430517,0.197170997,0.436415643,0.285073727,0.486201957,0.733765419,0.21926403
0.24761631,0.63036292,0.51458931,0.57898618,0.72974397,0.82164061,0.82617193,0.274388679,0.254047734,0.201142425,0.43239804,0.287874478,0.482301725,0.721865171,0.2078746
0.25016663,0.61638684,0.49421991,0.57778326,0.72974397,0.867338,0.86186787,0.271068479,0.256664295,0.198241044,0.415598699,0.290671351,0.465896085,0.74765349,0.19800909
0.25271695,0.63758018,0.49415583,0.57658034,0.73793168,0.89314117,0.90028535,0.283247093,0.258059336,0.197532475,0.415861871,0.293465056,0.471384547,0.770681538,0.18894072
0.24940471,0.65065705,0.52239752,0.57537742,0.74953509,0.88887846,0.87446368,0.28526801,0.252987986,0.195383448,0.439964643,0.289836104,0.502919235,0.763986448,0.17869222
0.24583745,0.66193255,0.5371522,0.57417451,0.76113981,0.89918783,0.88936273,0.286060611,0.247726298,0.191543429,0.452736771,0.285921767,0.523551095,0.774199911,0.17103981
0.24227018,0.65122458,0.56324299,0.57297159,0.77274322,0.90121434,0.88031464,0.277349271,0.242533667,0.188562798,0.475090343,0.282001196,0.554133367,0.774511594,0.16335898
0.23870291,0.65631912,0.60317531,0.57176867,0.78434795,0.89123672,0.88794121,0.275403244,0.237408395,0.186766489,0.50916227,0.278074382,0.596879487,0.776258515,0.15776286
0.23513564,0.64463529,0.63392509,0.56956424,0.7956044,0.87185578,0.86655072,0.266458035,0.232394424,0.185880234,0.535870848,0.274141307,0.632367507,0.766095321,0.15194627
0.23156838,0.63914274,0.64800757,0.56068851,0.79826967,0.8750982,0.86903621,0.260179695,0.228529538,0.182743683,0.550890309,0.27020196,0.649506482,0.767577891,0.14874166
0.22800111,0.63174269,0.65388511,0.55181278,0.80093626,0.88528864,0.88881078,0.253205695,0.224675917,0.178955992,0.559066423,0.266256301,0.659829559,0.776506741,0.14637855
0.22443384,0.6185302,0.6638845,0.54293704,0.80360154,0.90240208,0.89920923,0.244031299,0.220833851,0.174571427,0.570881028,0.262304318,0.673783864,0.784681565,0.14325008
0.22086657,0.66460954,0.67756488,0.53406131,0.80939207,0.90092484,0.87717133,0.25804345,0.216628308,0.171930202,0.586015977,0.258345993,0.693703421,0.778140489,0.14085855
0.21729931,0.66560899,0.70427301,0.52518558,0.81399322,0.89781857,0.88893749,0.254257521,0.212588903,0.169430187,0.612660161,0.254381316,0.724028789,0.781118514,0.14094777
0.21373204,0.62509149,0.71150378,0.51630984,0.81427184,0.91471292,0.89925609,0.23486024,0.20906685,0.16517834,0.622573376,0.250410244,0.734003156,0.788468296,0.13652608
0.21302227,0.6244871,0.68852461,0.50743411,0.81455046,0.9351392,0.89925609,0.233853978,0.208340577,0.162892066,0.606013663,0.249619367,0.717972981,0.794610997,0.13298056
0.21396672,0.62506938,0.64915284,0.49855838,0.81482908,0.89936779,0.8645061,0.235109802,0.209232143,0.16669566,0.574744178,0.250671685,0.687080106,0.773321865,0.12959527
0.21491116,0.62109222,0.60413105,0.48968292,0.8151077,0.92992035,0.88404114,0.234645019,0.210123426,0.164780841,0.538069785,0.251723544,0.650122441,0.789085007,0.12530997
0.21585561,0.6383423,0.6167755,0.48080719,0.81538631,0.97067743,0.94500333,0.242221811,0.211014446,0.162082054,0.552624183,0.252774964,0.665196588,0.820709909,0.12194285
0.21680005,0.63578766,0.60309934,0.47193145,0.81775983,0.92693927,0.93211593,0.242308001,0.211660969,0.166486293,0.543628923,0.253825926,0.657940727,0.804333287,0.11741151
0.21774514,0.65779324,0.63087716,0.46305572,0.82366733,0.94589612,0.93479929,0.251787496,0.211895023,0.165583078,0.57211749,0.254877163,0.691865117,0.813086557,0.1153001
0.21868958,0.6611778,0.67272863,0.45417999,0.82957352,0.94184937,0.93563935,0.254180738,0.212127087,0.166647839,0.613794557,0.255927229,0.739023631,0.814206011,0.11183357
0.21963403,0.64646025,0.67433739,0.44530425,0.83548102,0.9530335,0.92645241,0.249596068,0.212357516,0.1664091,0.619040762,0.25697686,0.749571053,0.816924554,0.1107665
0.22057847,0.6433307,0.73218358,0.43642852,0.8413872,0.93487943,0.94502069,0.249455842,0.212586609,0.168692722,0.676296674,0.258026033,0.812038741,0.819156382,0.10952046
0.22152292,0.63895995,0.74351202,0.42755279,0.84371341,0.89958061,0.89429552,0.248821892,0.213227471,0.172563155,0.69103032,0.259074771,0.828770651,0.793733741,0.10956762
0.222468,0.63240162,0.74492242,0.41867706,0.83999805,0.87629376,0.85960107,0.247318616,0.214569551,0.175450193,0.696672688,0.260123763,0.830616645,0.775070255,0.11071331
0.22341244,0.6707448,0.74589734,0.40980132,0.83628402,0.90235044,0.86885744,0.263427402,0.215916286,0.173781668,0.701976271,0.261171598,0.832072945,0.785067928,0.11303189
0.22435689,0.63860322,0.75664874,0.40092559,0.83256867,0.87555201,0.88161467,0.251864407,0.217268646,0.17700985,0.71660615,0.262219,0.842392435,0.779903084,0.11424612
0.22603972,0.63532921,0.751415,0.39204986,0.82885331,0.90825,0.90587075,0.252452611,0.219343006,0.175281719,0.716186871,0.264084168,0.838234732,0.796775524,0.11638876
0.22790317,0.62881657,0.74388151,0.38317412,0.82513928,0.91757664,0.89089533,0.251924628,0.221601277,0.175867168,0.713556219,0.266147883,0.8319877,0.794471647,0.11747174
0.22976725,0.628109,0.7089485,0.37429867,0.82156192,0.88002754,0.88261789,0.253699391,0.223852573,0.180846892,0.684439157,0.268210569,0.800713653,0.779866944,0.11981894
0.2316307,0.63342908,0.70747441,0.36542293,0.8182185,0.89761514,0.88067046,0.257923195,0.226083023,0.180623859,0.687455878,0.270270835,0.800328357,0.784217098,0.12109851
0.23349479,0.615467,0.67915484,0.3565472,0.81487508,0.9097914,0.87270891,0.252626118,0.228322316,0.180916591,0.664255527,0.272330088,0.774939984,0.785057433,0.11874619
0.23535888,0.63519949,0.6514526,0.34767147,0.81153034,0.87799008,0.87775626,0.26280705,0.230570043,0.185448971,0.641357346,0.274387623,0.749765651,0.776383479,0.11748992
0.23815469,0.63045579,0.6149868,0.33879573,0.80818692,0.89413643,0.89777035,0.263942945,0.233740366,0.186052288,0.609470601,0.277470353,0.715747609,0.787324092,0.11643082
0.24312686,0.6335986,0.61789239,0.33907643,0.80214142,0.89731624,0.90366644,0.27079674,0.239420855,0.189618345,0.612221767,0.28294329,0.713062017,0.789782561,0.11635978
0.24809903,0.65212084,0.63630043,0.3604419,0.79378286,0.90010015,0.92130613,0.28441299,0.245455688,0.193212717,0.620559607,0.288404108,0.713611701,0.79501656,0.11885132
0.2530712,0.66542325,0.59743052,0.38180737,0.80524302,0.84950315,0.86378926,0.296030854,0.248785437,0.202476573,0.573642324,0.293852863,0.677903412,0.766851085,0.12314685
0.25804336,0.64456454,0.66696466,0.40317284,0.81163679,0.92882807,0.91083306,0.292385196,0.252778109,0.197964038,0.630656591,0.299289595,0.739496776,0.809164531,0.12982085
0.26301553,0.6579716,0.68685868,0.42453831,0.81480542,0.8968061,0.91055708,0.304217942,0.257198972,0.205184991,0.639726798,0.304714379,0.751209236,0.801743216,0.13885227
0.2679877,0.64589419,0.72347642,0.44590378,0.81797273,0.86033833,0.87127871,0.304279379,0.261604615,0.213162135,0.663874938,0.310127258,0.777519459,0.780973781,0.14909281
0.25513117,0.63176628,0.70810594,0.46726925,0.80038691,0.82041219,0.82860535,0.283345451,0.251487022,0.207386709,0.640309149,0.296106759,0.738471345,0.746246208,0.1581532
0.23781761,0.61744821,0.67242591,0.48220046,0.77414026,0.80019874,0.78881842,0.258131395,0.237888782,0.195483763,0.601920011,0.277098884,0.678508434,0.714431371,0.16807668
0.22050342,0.62765939,0.63130304,0.48977824,0.7478936,0.80340986,0.79433093,0.243296377,0.223881517,0.180928934,0.562234563,0.257942677,0.619073054,0.703729032,0.17712402
0.20318987,0.66515054,0.56970449,0.49735601,0.69172174,0.77882729,0.78714176,0.237584598,0.213152792,0.169026735,0.504807569,0.238637231,0.522543424,0.671392995,0.18504123
0.18587568,0.59886994,0.4496639,0.50493379,0.70197937,0.75116035,0.78541996,0.19568222,0.193814463,0.15706658,0.396434932,0.219178753,0.42998064,0.660196639,0.19369251
0.16856149,0.6001996,0.38962231,0.51251156,0.71223569,0.82119775,0.80570135,0.177848557,0.174707971,0.136958311,0.341779807,0.19956553,0.382478868,0.685775217,0.20138415
0.18329547,0.63996677,0.40943116,0.52008934,0.76282992,0.91739824,0.90598878,0.206207966,0.184526703,0.141457683,0.357365863,0.216265806,0.426265833,0.76620772,0.21169572
0.19913416,0.6611778,0.46298976,0.51482816,0.75437543,0.8433,0.86921152,0.231451666,0.201437876,0.159858921,0.405517221,0.234092988,0.47136553,0.734414169,0.2184248
0.21497286,0.6202903,0.51334965,0.49472888,0.76147363,0.85930238,0.8586343,0.234409337,0.216583512,0.17108847,0.455671777,0.251792245,0.526720814,0.743127275,0.22632325
0.23081155,0.66131932,0.53503238,0.47462959,0.72395081,0.80318138,0.82541517,0.268327405,0.237602262,0.189411026,0.481391489,0.269365379,0.525065517,0.709019524,0.23305009
0.23666329,0.6380858,0.510756,0.45453031,0.71559225,0.82892978,0.8062585,0.265464383,0.244813141,0.191478933,0.465899224,0.275826378,0.504576559,0.710274449,0.23970307
0.23666329,0.63302959,0.5081328,0.43443075,0.71150629,0.80676494,0.8420499,0.263360835,0.245397595,0.193827938,0.470001159,0.275826378,0.505505493,0.713205416,0.24401677
0.23666329,0.63220261,0.44441136,0.41433147,0.70741901,0.79556046,0.80016454,0.263016785,0.245985036,0.195037445,0.416903204,0.275826378,0.452883428,0.695640039,0.24745774
0.23666329,0.62688696,0.44226316,0.39423218,0.70333304,0.81457209,0.81657711,0.260805302,0.246575107,0.192993999,0.42086901,0.275826378,0.454011228,0.705267453,0.25085099
0.23666329,0.63362956,0.40042128,0.38170432,0.70375491,0.80817489,0.82802563,0.263610442,0.246514052,0.193676798,0.384506176,0.275826378,0.419614582,0.706948871,0.25434935
0.23666329,0.63298979,0.33468209,0.38707877,0.71177834,0.83424409,0.82471049,0.263344277,0.245358594,0.190924166,0.320134614,0.275826378,0.360458432,0.716404021,0.2564994
0.23666329,0.65542286,0.41530871,0.39245322,0.71980307,0.83875718,0.86875156,0.272677162,0.244213733,0.190455557,0.395723382,0.275826378,0.440201609,0.733785615,0.25548744
0.23666329,0.62741322,0.41320731,0.39782767,0.727494,0.83549755,0.83721604,0.261024243,0.243126475,0.190793784,0.392207278,0.275826378,0.441422228,0.725458931,0.25312717
0.23666329,0.64987282,0.46230835,0.4032024,0.72288102,0.84553777,0.82352676,0.270368165,0.243777442,0.189755815,0.437132106,0.275826378,0.482317488,0.72292075,0.24873283
0.23666329,0.6389629,0.39516836,0.40857685,0.71315566,0.77932491,0.80873705,0.265829285,0.245161334,0.196817075,0.372222742,0.275826378,0.413183211,0.695048233,0.24406165
0.23666329,0.64009207,0.3814262,0.41395131,0.71461315,0.81350328,0.82130683,0.266299056,0.244952937,0.193107742,0.357912901,0.275826378,0.399866272,0.709857482,0.23958773
0.23666329,0.63494447,0.39511157,0.41932576,0.71770818,0.81808835,0.82807423,0.264157487,0.244511572,0.19262074,0.369350719,0.275826378,0.412975917,0.714295897,0.2360871
0.23666329,0.6387123,0.38687787,0.42470021,0.72080452,0.83697792,0.83427581,0.265725027,0.244071609,0.190640029,0.360289567,0.275826378,0.405711458,0.722955373,0.23298987
0.23666329,0.6658478,0.40698023,0.43007466,0.72389956,0.83711093,0.8237333,0.277014275,0.243633409,0.190626226,0.377586004,0.275826378,0.424753419,0.720708298,0.23178075
0.235764,0.63579061,0.41090755,0.40788146,0.72920382,0.87610284,0.84714065,0.263504407,0.241963138,0.185955053,0.387239203,0.274834557,0.437514871,0.741231218,0.2306188
0.23433748,0.66202689,0.48652757,0.37867603,0.73823132,0.87152559,0.88833174,0.272717915,0.239250078,0.185281953,0.468216287,0.27326044,0.522773876,0.754814448,0.23062959
0.23291159,0.63490319,0.53880853,0.38144351,0.73520726,0.85850586,0.84566358,0.259953035,0.238208716,0.185444646,0.517490782,0.271686014,0.56728039,0.736339509,0.22626587
0.23148506,0.65608326,0.58017695,0.39220402,0.7271523,0.83250552,0.83200207,0.266979679,0.237853877,0.186923889,0.552915638,0.270109874,0.593478984,0.721242189,0.22270728
0.23005917,0.65339448,0.57127104,0.40296453,0.71909733,0.78102906,0.79974451,0.264247746,0.237496376,0.191141802,0.540252522,0.268533435,0.575516281,0.692605657,0.21957596
0.22863265,0.62542316,0.52785839,0.41372531,0.7114892,0.7788977,0.75845101,0.251367133,0.237072943,0.19018419,0.495397353,0.26695529,0.528889736,0.676489577,0.21478439
0.22720676,0.6357567,0.51723898,0.42448582,0.71492594,0.80999014,0.80484566,0.253926763,0.235122279,0.185751433,0.481764065,0.265376832,0.518865081,0.70091213,0.2128657
0.22578023,0.63611934,0.55364838,0.43524632,0.71836136,0.84245967,0.80397435,0.252476402,0.233178936,0.181332252,0.51181013,0.263796654,0.549090103,0.711236566,0.20822037
0.22435434,0.64377146,0.56769364,0.44600711,0.72179809,0.81958281,0.80310304,0.253899869,0.231243832,0.182452485,0.52088864,0.262216172,0.560046801,0.704558643,0.20496955
0.22292782,0.64591925,0.50702743,0.45676762,0.72523482,0.80954259,0.7911963,0.253127179,0.229315789,0.182298289,0.461787807,0.260633978,0.507474268,0.698433877,0.20505297
0.22150193,0.62340805,0.54537669,0.46752812,0.72867155,0.8216547,0.80698749,0.242742714,0.227396059,0.179927932,0.493073232,0.259051468,0.539483448,0.707623796,0.20505524
0.22026429,0.659686,0.55460412,0.47828891,0.73292837,0.84514186,0.82709184,0.255433376,0.225570024,0.176645047,0.497765805,0.257677062,0.547057219,0.721943061,0.20824452
0.21946676,0.64489179,0.6057306,0.48904941,0.73264975,0.81871274,0.78637285,0.248800863,0.224789425,0.178563125,0.539723951,0.256790994,0.585876675,0.700983894,0.21409235
0.21866923,0.62933694,0.60509638,0.49829619,0.71854929,0.81213089,0.78734657,0.241917442,0.225810216,0.178560439,0.535831407,0.255904608,0.571086412,0.694684211,0.2205828
0.2178717,0.64923453,0.61154177,0.50396377,0.71691832,0.80367901,0.78831855,0.248655869,0.225200366,0.178742861,0.539498247,0.255017903,0.573093625,0.691640253,0.2286233
0.21707417,0.62556615,0.55386631,0.50963136,0.71528735,0.79783891,0.7565435,0.23871388,0.224589355,0.178667067,0.486782914,0.25413088,0.52377159,0.679338448,0.23531832
0.21627664,0.62454754,0.53359359,0.51529894,0.71365638,0.80671799,0.76128017,0.237449576,0.223977182,0.177135814,0.46721155,0.253243537,0.50443511,0.682775281,0.23977125
0.2154791,0.64503036,0.54838626,0.52096652,0.71202541,0.81023896,0.79573162,0.244332699,0.223363831,0.176139346,0.478374693,0.252355864,0.513630663,0.693694722,0.24513952
0.21468157,0.64658997,0.52905086,0.52663411,0.71039444,0.837028,0.78707233,0.244016958,0.222749322,0.172928319,0.459794476,0.251467882,0.495233909,0.698518301,0.24986744
0.21388404,0.66305288,0.47185769,0.53230169,0.70876347,0.76057462,0.74445972,0.249300315,0.222133639,0.179767457,0.408571475,0.25057958,0.445790485,0.661193993,0.25644201
0.21308651,0.65301858,0.4606712,0.57091856,0.70749655,0.77095755,0.75402677,0.24461201,0.221469551,0.178047114,0.389079794,0.249690958,0.426269792,0.666688604,0.26201201
0.21228898,0.61908742,0.43619646,0.61777241,0.70938642,0.81204482,0.78266024,0.231033901,0.220396709,0.173358703,0.357738761,0.248802017,0.396769815,0.688443083,0.26876194
0.21149145,0.61834594,0.45340245,0.66462626,0.71607327,0.8277843,0.79691015,0.229890281,0.218713148,0.171220202,0.361383573,0.247912754,0.404136012,0.699465377,0.2742378
0.21069392,0.63187241,0.47562463,0.71148038,0.72276143,0.87272272,0.81525105,0.234033312,0.217042492,0.166481376,0.368717455,0.247023171,0.415251251,0.720715069,0.2797845
0.20989638,0.66012971,0.51692706,0.68519438,0.72944827,0.81190241,0.81026618,0.243573766,0.215384912,0.171418338,0.406987013,0.246133255,0.457239437,0.702308319,0.27972655
0.20909885,0.63529236,0.48468746,0.6399844,0.71728105,0.76679029,0.76740364,0.233518644,0.216086766,0.175127269,0.392123936,0.24524303,0.435143826,0.671298734,0.28087281
0.21001977,0.62052026,0.45403513,0.52522122,0.69724549,0.76976198,0.74699207,0.22909332,0.219600548,0.17560321,0.394964356,0.246270958,0.425686326,0.660068824,0.28086976
0.22594368,0.61806144,0.33157545,0.3936263,0.69796175,0.7714943,0.75003992,0.245486792,0.236151223,0.188732882,0.315672915,0.26397776,0.349025275,0.666649364,0.27973962
0.2418676,0.65513099,0.33157776,0.42277648,0.71381672,0.79808147,0.79090818,0.278549332,0.250455875,0.199046921,0.309207488,0.281558353,0.350357394,0.697135128,0.27859641
0.25779151,0.64149248,0.32684549,0.45192638,0.72492203,0.80354443,0.79756797,0.290707651,0.26522658,0.211509023,0.298675216,0.299014501,0.344838471,0.709163001,0.27753162
0.26180779,0.6342192,0.33554344,0.48107628,0.73602735,0.82981081,0.82145609,0.291889339,0.267635615,0.211720792,0.300588674,0.303397796,0.35214997,0.729216464,0.27543896
0.24929787,0.65679526,0.35224758,0.51022618,0.74713266,0.86614087,0.86760428,0.287835834,0.253227338,0.197679338,0.309461987,0.289718959,0.366981899,0.754123088,0.27418553
0.24368271,0.65678347,0.43167214,0.52219873,0.75823797,0.87092938,0.85012427,0.281347598,0.245960272,0.192732278,0.376256448,0.283554367,0.443515373,0.751910762,0.27188037
0.23806692,0.65443373,0.47980785,0.51431953,0.74858884,0.83130682,0.84149622,0.273880436,0.241617983,0.192364565,0.420388775,0.277373634,0.48274246,0.732398163,0.26636552
0.23245177,0.66109525,0.56611289,0.50644034,0.73028018,0.84175547,0.81799515,0.270142663,0.238415413,0.186761788,0.498600136,0.27117808,0.545862838,0.7210387,0.26075574
0.22683661,0.66243227,0.57796237,0.49856086,0.71197021,0.80367901,0.79449408,0.26415018,0.235144513,0.186097711,0.511713016,0.264966911,0.544116823,0.694771437,0.2540397
0.22122146,0.65295814,0.54160975,0.49068167,0.6995546,0.80367901,0.78541302,0.253926997,0.230998966,0.181491018,0.482061945,0.258740072,0.507979102,0.686442418,0.24962881
0.21560567,0.62499714,0.52844503,0.48896681,0.70992,0.81424816,0.7890024,0.236883325,0.22377022,0.175853339,0.470886334,0.252496759,0.505197687,0.692251186,0.24850947
0.20999051,0.62815764,0.51450414,0.49082064,0.7202854,0.82366869,0.83145533,0.231880697,0.216629236,0.170388728,0.4578938,0.246238305,0.500332838,0.709646546,0.24844867
0.20437536,0.63710847,0.5313886,0.49267447,0.73064948,0.85879223,0.85166729,0.228895996,0.209573961,0.162698976,0.472333136,0.23996394,0.521326515,0.728105077,0.25067031
